#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1,#Frame           CRBN        GSPT1
     101       2.1712       2.3064,     101       1.4176       4.2648,     101       1.7217       5.7229,     101       1.2463       3.9900,     101       2.2481       2.0220,     101       1.4146       2.4886,     101       1.6285       5.6255,     101       1.5853       5.6410,     101       1.6220       3.2937,     101       2.1604       2.6940
     102       2.0285       2.4143,     102       1.3120       3.6324,     102       1.8201       5.5627,     102       1.0453       3.0256,     102       2.0949       3.1914,     102       1.8176       1.9670,     102       1.7737       5.8626,     102       1.5117       4.9864,     102       1.5363       3.3141,     102       2.1559       2.4647
     103       2.2846       2.6881,     103       1.3489       3.9570,     103       1.6751       4.9057,     103       1.4730       3.4502,     103       1.9945       3.7501,     103       1.6391       1.9355,     103       1.6315       5.1784,     103       1.6608       5.2309,     103       1.3908       3.4742,     103       2.2237       2.8494
     104       2.0861       3.1630,     104       1.3255       4.4268,     104       1.7205       6.1302,     104       1.2679       4.4314,     104       2.1285       4.0184,     104       1.6714       2.1969,     104       1.5813       5.4782,     104       1.6199       5.4261,     104       1.4522       3.0181,     104       2.0873       3.1571
     105       1.6571       2.9373,     105       1.4227       5.2475,     105       1.9496       5.3462,     105       1.3610       2.5602,     105       2.2526       3.3753,     105       1.7994       2.3888,     105       1.5080       5.7851,     105       1.7132       4.7572,     105       1.1855       3.1730,     105       1.4919       3.2255
     106       1.9102       2.4957,     106       1.4029       5.3464,     106       2.0743       4.9173,     106       1.6597       2.6904,     106       2.2314       2.4262,     106       1.4941       2.4495,     106       1.4662       4.1097,     106       1.8621       5.8209,     106       1.4860       2.9177,     106       2.1203       3.0974
     107       1.8767       2.2971,     107       1.4841       5.1241,     107       2.1201       4.7207,     107       1.4668       3.1787,     107       2.3481       1.7591,     107       1.4839       2.3507,     107       1.4436       4.1774,     107       2.0504       4.7363,     107       1.4540       3.6135,     107       2.1955       3.5464
     108       2.0805       1.6613,     108       1.4257       5.2097,     108       1.7886       4.2111,     108       1.4873       3.1555,     108       1.9886       2.5866,     108       1.7399       3.1495,     108       1.6881       4.1726,     108       1.6785       4.7846,     108       1.6543       2.6224,     108       1.8143       3.4984
     109       2.0139       2.1673,     109       1.4954       5.2204,     109       1.7731       3.3241,     109       1.3400       3.6614,     109       2.1802       2.1465,     109       1.6999       2.3696,     109       1.2104       4.6391,     109       1.7790       4.7240,     109       1.8159       3.2297,     109       1.9522       3.6463
     110       2.2459       1.7148,     110       1.4354       5.4567,     110       1.7979       4.5809,     110       1.6961       3.6114,     110       2.1304       2.3054,     110       1.4878       2.5005,     110       1.7939       4.4599,     110       1.6412       4.5252,     110       1.8895       3.4679,     110       2.4315       4.0783
     111       1.7359       2.5581,     111       1.3089       4.7212,     111       1.8627       4.3432,     111       1.4663       2.8194,     111       2.2931       1.5325,     111       1.9920       2.2909,     111       1.4161       3.8062,     111       1.7713       5.4892,     111       1.6041       4.0606,     111       1.7546       3.9918
     112       1.8512       3.1136,     112       1.3853       4.8383,     112       1.9405       4.0503,     112       1.4496       3.4660,     112       1.9196       1.6038,     112       1.6537       1.9555,     112       1.5769       3.8220,     112       1.9146       4.9235,     112       2.0588       4.1613,     112       1.9832       3.2037
     113       1.8491       2.6585,     113       1.3492       4.1996,     113       2.0694       3.0850,     113       1.3035       4.2947,     113       2.2587       1.3312,     113       1.7355       2.3490,     113       1.3013       3.9791,     113       1.6723       4.3632,     113       1.8166       3.7427,     113       1.9302       2.9244
     114       2.0824       2.7512,     114       1.2569       3.8202,     114       1.8451       3.2685,     114       1.5709       3.9600,     114       2.2331       1.4561,     114       1.9401       2.0522,     114       1.1422       4.4863,     114       2.0951       4.2954,     114       1.4402       3.6730,     114       1.9475       2.7740
     115       1.9077       2.7951,     115       1.2964       4.2139,     115       2.0142       4.3085,     115       1.5082       5.1103,     115       1.8931       2.0372,     115       2.0847       2.3394,     115       1.3885       3.8244,     115       1.8587       5.3769,     115       1.7808       3.6929,     115       2.1263       2.9577
     116       1.7786       2.8874,     116       1.3113       4.4727,     116       1.9742       3.6567,     116       1.4069       4.4401,     116       2.2716       1.7792,     116       1.9031       2.7342,     116       1.3060       4.0735,     116       1.9732       4.9057,     116       1.8782       3.6655,     116       1.9911       3.9423
     117       1.5617       3.4343,     117       1.4936       4.4801,     117       1.7096       3.9819,     117       1.4951       4.5482,     117       2.2786       3.0336,     117       1.9726       2.9535,     117       1.5172       4.0538,     117       1.9263       3.6756,     117       2.1217       3.3028,     117       1.9444       3.9344
     118       1.7165       3.8555,     118       1.3956       4.1018,     118       1.8370       3.5169,     118       1.4185       5.4619,     118       2.4839       1.8969,     118       1.7537       2.6891,     118       1.5293       4.1759,     118       2.1323       4.3281,     118       1.9027       3.3047,     118       1.7152       4.2870
     119       1.9958       4.4762,     119       1.5285       4.0919,     119       1.7944       3.9417,     119       1.2790       5.6169,     119       2.1095       1.6368,     119       1.8703       3.7022,     119       1.5406       4.6401,     119       2.1233       3.5911,     119       1.8766       4.3466,     119       1.8655       4.0429
     120       1.6358       3.9660,     120       1.5186       4.1457,     120       1.6860       4.2481,     120       1.2462       6.1012,     120       2.2540       1.7997,     120       1.7095       2.0186,     120       1.1545       4.2303,     120       1.8220       4.5536,     120       2.0207       3.9143,     120       1.7937       3.7539
     121       1.7582       4.7102,     121       1.5198       4.4055,     121       1.6824       3.7542,     121       1.5750       5.3391,     121       2.1975       2.5513,     121       1.9172       2.3299,     121       1.3051       3.6743,     121       1.9375       4.3516,     121       2.1712       3.2875,     121       2.0094       4.3872
     122       1.5201       4.9368,     122       1.4575       4.4985,     122       1.6374       4.5805,     122       1.4145       6.3175,     122       2.1434       1.1928,     122       1.6343       2.8489,     122       1.3077       4.7572,     122       2.3381       4.3638,     122       1.9140       3.4818,     122       2.2265       3.7972
     123       1.4983       4.9221,     123       1.4441       4.7351,     123       1.8704       3.6485,     123       1.5364       6.4419,     123       2.4221       2.1693,     123       1.8259       3.6679,     123       1.3643       4.5290,     123       2.0290       3.6348,     123       1.6987       4.3675,     123       2.4124       3.3877
     124       1.7212       4.8003,     124       1.2635       4.6419,     124       1.7239       4.1136,     124       1.3698       6.1781,     124       2.4299       2.0414,     124       1.6703       2.0059,     124       1.3993       4.9452,     124       2.1187       4.2009,     124       1.6381       4.6059,     124       2.0034       3.4239
     125       1.5713       6.0851,     125       1.4630       4.4524,     125       1.8694       3.7219,     125       1.5231       6.3632,     125       2.2522       2.0059,     125       1.6390       1.6047,     125       1.3725       5.7985,     125       2.0114       4.6056,     125       1.7499       4.3651,     125       2.0975       3.4468
     126       1.6231       5.8430,     126       1.3978       4.8333,     126       1.9383       3.5527,     126       1.3280       5.9522,     126       2.3821       2.6179,     126       1.7900       2.3185,     126       1.3288       5.4138,     126       1.9249       3.9177,     126       1.6823       4.0917,     126       2.2212       3.1982
     127       1.4613       5.0009,     127       1.3660       4.5846,     127       1.9511       2.9011,     127       1.1196       6.5199,     127       2.3744       2.4631,     127       1.8105       2.2610,     127       1.3394       3.9772,     127       1.9780       4.6046,     127       1.5988       4.0491,     127       2.3857       3.2353
     128       1.7728       4.3447,     128       1.3742       4.9914,     128       1.8707       2.3991,     128       1.1173       5.4575,     128       2.4422       1.9019,     128       1.7003       2.6617,     128       1.3068       5.1140,     128       1.6488       4.0919,     128       1.6710       3.8878,     128       2.1137       3.8079
     129       2.2008       3.9661,     129       1.3441       5.5122,     129       1.8297       2.6247,     129       1.4246       5.8507,     129       2.6640       2.0586,     129       1.8438       2.7080,     129       1.3907       5.5176,     129       1.7698       4.0367,     129       1.7090       4.1554,     129       2.0787       3.7423
